"bench","solver","instance","ert"
"rbv2_aknn","SM",41138,1
"rbv2_aknn","EA",41138,2.18429298864081
"rbv2_aknn","OP",41138,2.21151586368978
"rbv2_aknn","RS",41138,470.035252643948
"rbv2_aknn","SM",40981,1
"rbv2_aknn","OP",40981,1.63817543859649
"rbv2_aknn","EA",40981,1.66245614035088
"rbv2_aknn","RS",40981,336.842105263158
"rbv2_aknn","SM",4134,1
"rbv2_aknn","OP",4134,1.20528720626632
"rbv2_aknn","RS",4134,1.25674499564839
"rbv2_aknn","EA",4134,1.2697998259356
"rbv2_aknn","SM",40927,1
"rbv2_aknn","OP",40927,1.3117244578453
"rbv2_aknn","EA",40927,1.38768410066102
"rbv2_aknn","RS",40927,278.325408790444
"rbv2_aknn","SM",1220,1
"rbv2_aknn","OP",1220,1.14904819765087
"rbv2_aknn","EA",1220,1.16555285540705
"rbv2_aknn","RS",1220,243.013365735115
"rbv2_aknn","SM",4154,1
"rbv2_aknn","OP",4154,2.51378504672897
"rbv2_aknn","EA",4154,2.65233644859813
"rbv2_aknn","RS",4154,560.747663551402
"rbv2_aknn","SM",41163,1
"rbv2_aknn","EA",41163,1.50436937524455
"rbv2_aknn","RS",41163,313.029868266597
"rbv2_aknn","OP",41163,313.029868266597
"rbv2_aknn","SM",40996,1
"rbv2_aknn","EA",40996,1.13978813978814
"rbv2_aknn","OP",40996,1.14364914364914
"rbv2_aknn","RS",40996,237.600237600238
"rbv2_aknn","SM",4538,1
"rbv2_aknn","EA",4538,2.26383654036897
"rbv2_aknn","OP",4538,2.32434040864908
"rbv2_aknn","RS",4538,476.096012695894
"rbv2_aknn","SM",40978,1
"rbv2_aknn","OP",40978,1.37133277451802
"rbv2_aknn","EA",40978,1.40546042390133
"rbv2_aknn","RS",40978,287.390731648904
"rbv2_aknn","SM",375,1
"rbv2_aknn","OP",375,2.14046082949309
"rbv2_aknn","EA",375,2.1668202764977
"rbv2_aknn","RS",375,442.396313364055
"rbv2_aknn","SM",1111,1
"rbv2_aknn","RS",1111,246.558454900349
"rbv2_aknn","EA",1111,246.558454900349
"rbv2_aknn","OP",1111,246.558454900349
"rbv2_aknn","SM",40496,1
"rbv2_aknn","OP",40496,1.84837728194726
"rbv2_aknn","EA",40496,1.9922244759973
"rbv2_aknn","RS",40496,405.679513184584
"rbv2_aknn","SM",40966,1
"rbv2_aknn","EA",40966,2.6520325203252
"rbv2_aknn","RS",40966,557.491289198606
"rbv2_aknn","OP",40966,557.491289198606
"rbv2_aknn","SM",41150,1
"rbv2_aknn","EA",41150,1.95487804878049
"rbv2_aknn","OP",41150,2.0506968641115
"rbv2_aknn","RS",41150,418.118466898955
"rbv2_aknn","SM",4534,1
"rbv2_aknn","OP",4534,1.2917639213071
"rbv2_aknn","EA",4534,1.29865510725797
"rbv2_aknn","RS",4534,266.755585195065
"rbv2_aknn","SM",40900,1
"rbv2_aknn","EA",40900,1.83547642598088
"rbv2_aknn","OP",40900,1.90487965710518
"rbv2_aknn","RS",40900,395.64787339268
"rbv2_aknn","SM",40536,1
"rbv2_aknn","EA",40536,1.44710806697108
"rbv2_aknn","RS",40536,304.41400304414
"rbv2_aknn","OP",40536,304.41400304414
"rbv2_aknn","SM",41156,1
"rbv2_aknn","EA",41156,1.88867728531856
"rbv2_aknn","OP",41156,2.03029778393352
"rbv2_aknn","RS",41156,415.512465373961
"rbv2_aknn","SM",1590,1
"rbv2_aknn","EA",1590,1.97124320533053
"rbv2_aknn","OP",1590,2.09381027529371
"rbv2_aknn","RS",1590,420.831141504471
"rbv2_aknn","SM",1457,1
"rbv2_aknn","EA",1457,1.30777072949705
"rbv2_aknn","OP",1457,1.35194834617127
"rbv2_aknn","RS",1457,271.862256456729
"rbv2_aknn","SM",458,1
"rbv2_aknn","EA",458,1.42558456018805
